I,J,DL,Z,R,Q(I->J),EIJ-EI-EJ,dDIJ*VIJ,total,Ees,Eex,Ect+mix,Erc+di,Gsol
2,1,C1,0,1.58,0.0001,-1.100,0.000,-1.100,0.428,0.028,-0.161,-1.395,0.000
